[05-04-2018 10:56:45]	[Train:train] Iter:0	loss=0.682394
[05-04-2018 17:44:13]	[Train:train] Iter:67	loss=0.440465
[05-04-2018 17:46:19]	[Eval:test] Iter:67	accuracy=0.771915
[05-04-2018 17:50:15]	[Train:train] Iter:68	loss=0.456808
[05-04-2018 17:52:22]	[Eval:test] Iter:68	accuracy=0.773050
[05-04-2018 17:56:23]	[Train:train] Iter:69	loss=0.450015
[05-04-2018 17:58:28]	[Eval:test] Iter:69	accuracy=0.774608
[05-04-2018 18:02:25]	[Train:train] Iter:70	loss=0.437829
[05-04-2018 18:04:30]	[Eval:test] Iter:70	accuracy=0.775341
[05-04-2018 18:08:28]	[Train:train] Iter:71	loss=0.445959
[05-04-2018 18:10:35]	[Eval:test] Iter:71	accuracy=0.771655
[05-04-2018 18:14:34]	[Train:train] Iter:72	loss=0.444011
[05-04-2018 18:16:40]	[Eval:test] Iter:72	accuracy=0.777515
[05-04-2018 18:20:39]	[Train:train] Iter:73	loss=0.438762
[05-04-2018 18:22:46]	[Eval:test] Iter:73	accuracy=0.774748
[05-04-2018 18:26:44]	[Train:train] Iter:74	loss=0.442175
[05-04-2018 18:28:51]	[Eval:test] Iter:74	accuracy=0.776154
[05-04-2018 18:32:48]	[Train:train] Iter:75	loss=0.435759
[05-04-2018 18:34:55]	[Eval:test] Iter:75	accuracy=0.776279
[05-04-2018 18:38:53]	[Train:train] Iter:76	loss=0.442314
[05-04-2018 18:40:59]	[Eval:test] Iter:76	accuracy=0.773490
[05-04-2018 18:44:59]	[Train:train] Iter:77	loss=0.439120
[05-04-2018 18:47:05]	[Eval:test] Iter:77	accuracy=0.775967
[05-04-2018 18:51:06]	[Train:train] Iter:78	loss=0.441159
[05-04-2018 18:53:12]	[Eval:test] Iter:78	accuracy=0.774595
[05-04-2018 18:57:12]	[Train:train] Iter:79	loss=0.425577
[05-04-2018 18:59:18]	[Eval:test] Iter:79	accuracy=0.777589
[05-04-2018 19:03:17]	[Train:train] Iter:80	loss=0.430598
[05-04-2018 19:05:23]	[Eval:test] Iter:80	accuracy=0.776726
[05-04-2018 19:09:21]	[Train:train] Iter:81	loss=0.426551
[05-04-2018 19:11:26]	[Eval:test] Iter:81	accuracy=0.775445
[05-04-2018 19:15:25]	[Train:train] Iter:82	loss=0.445094
[05-04-2018 19:17:32]	[Eval:test] Iter:82	accuracy=0.776995
[05-04-2018 19:21:29]	[Train:train] Iter:83	loss=0.425778
[05-04-2018 19:23:36]	[Eval:test] Iter:83	accuracy=0.765491
[05-04-2018 19:27:33]	[Train:train] Iter:84	loss=0.429475
[05-04-2018 19:29:40]	[Eval:test] Iter:84	accuracy=0.777938
[05-04-2018 19:33:38]	[Train:train] Iter:85	loss=0.417247
[05-04-2018 19:35:44]	[Eval:test] Iter:85	accuracy=0.777722
[05-04-2018 19:39:42]	[Train:train] Iter:86	loss=0.422376
[05-04-2018 19:41:48]	[Eval:test] Iter:86	accuracy=0.777671
[05-04-2018 19:45:46]	[Train:train] Iter:87	loss=0.448895
[05-04-2018 19:47:51]	[Eval:test] Iter:87	accuracy=0.771851
[05-04-2018 19:51:49]	[Train:train] Iter:88	loss=0.437155
[05-04-2018 19:53:54]	[Eval:test] Iter:88	accuracy=0.774052
[05-04-2018 19:57:52]	[Train:train] Iter:89	loss=0.431193
[05-04-2018 19:59:58]	[Eval:test] Iter:89	accuracy=0.775308
[05-04-2018 20:03:55]	[Train:train] Iter:90	loss=0.416862
[05-04-2018 20:06:02]	[Eval:test] Iter:90	accuracy=0.778641
[05-04-2018 20:10:01]	[Train:train] Iter:91	loss=0.428148
[05-04-2018 20:12:07]	[Eval:test] Iter:91	accuracy=0.776612
[05-04-2018 20:16:07]	[Train:train] Iter:92	loss=0.420198
[05-04-2018 20:18:13]	[Eval:test] Iter:92	accuracy=0.778760
[05-04-2018 20:22:12]	[Train:train] Iter:93	loss=0.422629
[05-04-2018 20:24:18]	[Eval:test] Iter:93	accuracy=0.776602
[05-04-2018 20:28:15]	[Train:train] Iter:94	loss=0.426566
[05-04-2018 20:30:22]	[Eval:test] Iter:94	accuracy=0.771040
[05-04-2018 20:34:19]	[Train:train] Iter:95	loss=0.422185
[05-04-2018 20:36:25]	[Eval:test] Iter:95	accuracy=0.767111
[05-04-2018 20:40:23]	[Train:train] Iter:96	loss=0.431681
[05-04-2018 20:42:29]	[Eval:test] Iter:96	accuracy=0.767920
[05-04-2018 20:46:27]	[Train:train] Iter:97	loss=0.427925
[05-04-2018 20:48:33]	[Eval:test] Iter:97	accuracy=0.779473
[05-04-2018 20:52:30]	[Train:train] Iter:98	loss=0.434674
[05-04-2018 20:54:37]	[Eval:test] Iter:98	accuracy=0.780296
[05-04-2018 20:58:34]	[Train:train] Iter:99	loss=0.422421
[05-04-2018 21:00:40]	[Eval:test] Iter:99	accuracy=0.780911
[05-04-2018 21:04:39]	[Train:train] Iter:100	loss=0.421958
[05-04-2018 21:06:45]	[Eval:test] Iter:100	accuracy=0.779601
[05-04-2018 21:10:42]	[Train:train] Iter:101	loss=0.423094
[05-04-2018 21:12:48]	[Eval:test] Iter:101	accuracy=0.777506
[05-04-2018 21:16:46]	[Train:train] Iter:102	loss=0.423467
[05-04-2018 21:18:51]	[Eval:test] Iter:102	accuracy=0.780341
[05-04-2018 21:22:49]	[Train:train] Iter:103	loss=0.417083
[05-04-2018 21:24:55]	[Eval:test] Iter:103	accuracy=0.780688
[05-04-2018 21:28:53]	[Train:train] Iter:104	loss=0.410714
[05-04-2018 21:30:59]	[Eval:test] Iter:104	accuracy=0.779180
[05-04-2018 21:35:00]	[Train:train] Iter:105	loss=0.420692
[05-04-2018 21:37:06]	[Eval:test] Iter:105	accuracy=0.779545
[05-04-2018 21:41:05]	[Train:train] Iter:106	loss=0.415767
[05-04-2018 21:43:11]	[Eval:test] Iter:106	accuracy=0.779644
[05-04-2018 21:47:09]	[Train:train] Iter:107	loss=0.419297
[05-04-2018 21:49:16]	[Eval:test] Iter:107	accuracy=0.781108
[05-04-2018 21:53:14]	[Train:train] Iter:108	loss=0.419731
[05-04-2018 21:55:20]	[Eval:test] Iter:108	accuracy=0.770915
[05-04-2018 21:59:17]	[Train:train] Iter:109	loss=0.435116
[05-04-2018 22:01:22]	[Eval:test] Iter:109	accuracy=0.778118
[05-04-2018 22:05:20]	[Train:train] Iter:110	loss=0.420773
[05-04-2018 22:07:27]	[Eval:test] Iter:110	accuracy=0.781700
[05-04-2018 22:11:25]	[Train:train] Iter:111	loss=0.437877
[05-04-2018 22:13:30]	[Eval:test] Iter:111	accuracy=0.779868
[05-04-2018 22:17:28]	[Train:train] Iter:112	loss=0.429802
[05-04-2018 22:19:35]	[Eval:test] Iter:112	accuracy=0.780806
[05-04-2018 22:23:33]	[Train:train] Iter:113	loss=0.429295
[05-04-2018 22:25:39]	[Eval:test] Iter:113	accuracy=0.780014
[05-04-2018 22:29:36]	[Train:train] Iter:114	loss=0.425934
[05-04-2018 22:31:42]	[Eval:test] Iter:114	accuracy=0.782009
[05-04-2018 22:35:41]	[Train:train] Iter:115	loss=0.415924
[05-04-2018 22:37:46]	[Eval:test] Iter:115	accuracy=0.782674
[05-04-2018 22:41:45]	[Train:train] Iter:116	loss=0.409105
[05-04-2018 22:43:52]	[Eval:test] Iter:116	accuracy=0.783309
[05-04-2018 22:47:50]	[Train:train] Iter:117	loss=0.416092
[05-04-2018 22:49:55]	[Eval:test] Iter:117	accuracy=0.782922
[05-04-2018 22:53:54]	[Train:train] Iter:118	loss=0.415797
[05-04-2018 22:56:01]	[Eval:test] Iter:118	accuracy=0.784506
[05-04-2018 22:59:59]	[Train:train] Iter:119	loss=0.424981
[05-04-2018 23:02:06]	[Eval:test] Iter:119	accuracy=0.781435
[05-04-2018 23:06:03]	[Train:train] Iter:120	loss=0.391122
[05-04-2018 23:08:09]	[Eval:test] Iter:120	accuracy=0.784527
[05-04-2018 23:12:07]	[Train:train] Iter:121	loss=0.414783
[05-04-2018 23:14:13]	[Eval:test] Iter:121	accuracy=0.784377
[05-04-2018 23:18:09]	[Train:train] Iter:122	loss=0.417450
[05-04-2018 23:20:15]	[Eval:test] Iter:122	accuracy=0.782839
[05-04-2018 23:24:14]	[Train:train] Iter:123	loss=0.406648
[05-04-2018 23:26:21]	[Eval:test] Iter:123	accuracy=0.781534
[05-04-2018 23:30:19]	[Train:train] Iter:124	loss=0.407054
[05-04-2018 23:32:25]	[Eval:test] Iter:124	accuracy=0.783882
[05-04-2018 23:36:22]	[Train:train] Iter:125	loss=0.408746
[05-04-2018 23:38:27]	[Eval:test] Iter:125	accuracy=0.783604
[05-04-2018 23:42:26]	[Train:train] Iter:126	loss=0.419020
[05-04-2018 23:44:32]	[Eval:test] Iter:126	accuracy=0.784449
[05-04-2018 23:48:30]	[Train:train] Iter:127	loss=0.401680
[05-04-2018 23:50:35]	[Eval:test] Iter:127	accuracy=0.784915
[05-04-2018 23:54:34]	[Train:train] Iter:128	loss=0.413430
[05-04-2018 23:56:41]	[Eval:test] Iter:128	accuracy=0.784944
[05-05-2018 00:00:38]	[Train:train] Iter:129	loss=0.387286
[05-05-2018 00:02:45]	[Eval:test] Iter:129	accuracy=0.783623
[05-05-2018 00:06:43]	[Train:train] Iter:130	loss=0.410174
[05-05-2018 00:08:49]	[Eval:test] Iter:130	accuracy=0.781204
[05-05-2018 00:12:47]	[Train:train] Iter:131	loss=0.417862
[05-05-2018 00:14:53]	[Eval:test] Iter:131	accuracy=0.782665
[05-05-2018 00:18:50]	[Train:train] Iter:132	loss=0.404164
[05-05-2018 00:20:56]	[Eval:test] Iter:132	accuracy=0.781553
[05-05-2018 00:24:53]	[Train:train] Iter:133	loss=0.414775
[05-05-2018 00:26:59]	[Eval:test] Iter:133	accuracy=0.783881
[05-05-2018 00:30:56]	[Train:train] Iter:134	loss=0.407723
[05-05-2018 00:33:02]	[Eval:test] Iter:134	accuracy=0.780093
[05-05-2018 00:36:59]	[Train:train] Iter:135	loss=0.412619
[05-05-2018 00:39:04]	[Eval:test] Iter:135	accuracy=0.786943
[05-05-2018 00:43:03]	[Train:train] Iter:136	loss=0.401345
[05-05-2018 00:45:09]	[Eval:test] Iter:136	accuracy=0.785038
[05-05-2018 00:49:07]	[Train:train] Iter:137	loss=0.415225
[05-05-2018 00:51:13]	[Eval:test] Iter:137	accuracy=0.787044
[05-05-2018 00:55:12]	[Train:train] Iter:138	loss=0.399236
[05-05-2018 00:57:18]	[Eval:test] Iter:138	accuracy=0.784600
[05-05-2018 01:01:17]	[Train:train] Iter:139	loss=0.408333
[05-05-2018 01:03:24]	[Eval:test] Iter:139	accuracy=0.785116
[05-05-2018 01:07:25]	[Train:train] Iter:140	loss=0.405150
[05-05-2018 01:09:32]	[Eval:test] Iter:140	accuracy=0.782416
[05-05-2018 01:13:32]	[Train:train] Iter:141	loss=0.405735
[05-05-2018 01:15:40]	[Eval:test] Iter:141	accuracy=0.782698
[05-05-2018 01:19:40]	[Train:train] Iter:142	loss=0.396189
[05-05-2018 01:21:47]	[Eval:test] Iter:142	accuracy=0.776311
[05-05-2018 01:25:48]	[Train:train] Iter:143	loss=0.402110
[05-05-2018 01:27:52]	[Eval:test] Iter:143	accuracy=0.784713
[05-05-2018 01:31:51]	[Train:train] Iter:144	loss=0.408039
[05-05-2018 01:33:58]	[Eval:test] Iter:144	accuracy=0.784320
[05-05-2018 01:37:58]	[Train:train] Iter:145	loss=0.409712
[05-05-2018 01:40:05]	[Eval:test] Iter:145	accuracy=0.782533
[05-05-2018 01:44:05]	[Train:train] Iter:146	loss=0.403008
[05-05-2018 01:46:12]	[Eval:test] Iter:146	accuracy=0.785510
[05-05-2018 01:50:12]	[Train:train] Iter:147	loss=0.398989
[05-05-2018 01:52:21]	[Eval:test] Iter:147	accuracy=0.783507
[05-05-2018 01:56:21]	[Train:train] Iter:148	loss=0.386452
[05-05-2018 01:58:29]	[Eval:test] Iter:148	accuracy=0.784515
[05-05-2018 02:02:29]	[Train:train] Iter:149	loss=0.410260
[05-05-2018 02:04:37]	[Eval:test] Iter:149	accuracy=0.786071
[05-05-2018 02:08:37]	[Train:train] Iter:150	loss=0.410069
[05-05-2018 02:10:43]	[Eval:test] Iter:150	accuracy=0.787815
[05-05-2018 02:14:43]	[Train:train] Iter:151	loss=0.400103
[05-05-2018 02:16:50]	[Eval:test] Iter:151	accuracy=0.785951
[05-05-2018 02:20:51]	[Train:train] Iter:152	loss=0.393429
[05-05-2018 02:22:59]	[Eval:test] Iter:152	accuracy=0.786155
[05-05-2018 02:26:58]	[Train:train] Iter:153	loss=0.406320
[05-05-2018 02:29:06]	[Eval:test] Iter:153	accuracy=0.786430
[05-05-2018 02:33:06]	[Train:train] Iter:154	loss=0.398408
[05-05-2018 02:35:12]	[Eval:test] Iter:154	accuracy=0.788857
[05-05-2018 02:39:15]	[Train:train] Iter:155	loss=0.392741
[05-05-2018 02:41:22]	[Eval:test] Iter:155	accuracy=0.787669
[05-05-2018 02:45:22]	[Train:train] Iter:156	loss=0.382605
[05-05-2018 02:47:30]	[Eval:test] Iter:156	accuracy=0.784926
[05-05-2018 02:51:30]	[Train:train] Iter:157	loss=0.400259
[05-05-2018 02:53:38]	[Eval:test] Iter:157	accuracy=0.784296
[05-05-2018 02:57:38]	[Train:train] Iter:158	loss=0.404505
[05-05-2018 02:59:46]	[Eval:test] Iter:158	accuracy=0.786507
[05-05-2018 03:03:46]	[Train:train] Iter:159	loss=0.404370
[05-05-2018 03:05:54]	[Eval:test] Iter:159	accuracy=0.784857
[05-05-2018 03:09:55]	[Train:train] Iter:160	loss=0.397811
[05-05-2018 03:12:03]	[Eval:test] Iter:160	accuracy=0.786038
[05-05-2018 03:16:04]	[Train:train] Iter:161	loss=0.389078
[05-05-2018 03:18:12]	[Eval:test] Iter:161	accuracy=0.783617
[05-05-2018 03:22:11]	[Train:train] Iter:162	loss=0.400175
[05-05-2018 03:24:20]	[Eval:test] Iter:162	accuracy=0.787616
[05-05-2018 03:28:19]	[Train:train] Iter:163	loss=0.394579
[05-05-2018 03:30:27]	[Eval:test] Iter:163	accuracy=0.787417
[05-05-2018 03:34:28]	[Train:train] Iter:164	loss=0.391945
[05-05-2018 03:36:36]	[Eval:test] Iter:164	accuracy=0.783493
[05-05-2018 03:40:35]	[Train:train] Iter:165	loss=0.395333
[05-05-2018 03:42:43]	[Eval:test] Iter:165	accuracy=0.785190
[05-05-2018 03:46:43]	[Train:train] Iter:166	loss=0.385275
[05-05-2018 03:48:51]	[Eval:test] Iter:166	accuracy=0.788380
[05-05-2018 03:52:50]	[Train:train] Iter:167	loss=0.408823
[05-05-2018 03:54:58]	[Eval:test] Iter:167	accuracy=0.783800
[05-05-2018 03:58:57]	[Train:train] Iter:168	loss=0.401636
[05-05-2018 04:01:05]	[Eval:test] Iter:168	accuracy=0.773909
[05-05-2018 04:05:06]	[Train:train] Iter:169	loss=0.411349
[05-05-2018 04:07:14]	[Eval:test] Iter:169	accuracy=0.779814
[05-05-2018 04:11:13]	[Train:train] Iter:170	loss=0.392672
[05-05-2018 04:13:20]	[Eval:test] Iter:170	accuracy=0.783576
[05-05-2018 04:17:20]	[Train:train] Iter:171	loss=0.407302
[05-05-2018 04:19:27]	[Eval:test] Iter:171	accuracy=0.783161
[05-05-2018 04:23:26]	[Train:train] Iter:172	loss=0.391823
[05-05-2018 04:25:33]	[Eval:test] Iter:172	accuracy=0.778829
[05-05-2018 04:29:34]	[Train:train] Iter:173	loss=0.399580
[05-05-2018 04:31:43]	[Eval:test] Iter:173	accuracy=0.785902
[05-05-2018 04:35:44]	[Train:train] Iter:174	loss=0.390603
[05-05-2018 04:37:51]	[Eval:test] Iter:174	accuracy=0.789500
[05-05-2018 04:41:52]	[Train:train] Iter:175	loss=0.392217
[05-05-2018 04:43:58]	[Eval:test] Iter:175	accuracy=0.788480
[05-05-2018 04:47:58]	[Train:train] Iter:176	loss=0.384597
[05-05-2018 04:50:06]	[Eval:test] Iter:176	accuracy=0.785930
[05-05-2018 04:54:07]	[Train:train] Iter:177	loss=0.400606
[05-05-2018 04:56:14]	[Eval:test] Iter:177	accuracy=0.786847
[05-05-2018 05:00:15]	[Train:train] Iter:178	loss=0.389860
[05-05-2018 05:02:23]	[Eval:test] Iter:178	accuracy=0.787450
[05-05-2018 05:06:23]	[Train:train] Iter:179	loss=0.384271
[05-05-2018 05:08:31]	[Eval:test] Iter:179	accuracy=0.787987
[05-05-2018 05:12:31]	[Train:train] Iter:180	loss=0.374012
[05-05-2018 05:14:38]	[Eval:test] Iter:180	accuracy=0.785393
[05-05-2018 05:18:39]	[Train:train] Iter:181	loss=0.377401
[05-05-2018 05:20:46]	[Eval:test] Iter:181	accuracy=0.786932
[05-05-2018 05:24:46]	[Train:train] Iter:182	loss=0.408352
[05-05-2018 05:26:52]	[Eval:test] Iter:182	accuracy=0.787318
[05-05-2018 05:30:52]	[Train:train] Iter:183	loss=0.390777
[05-05-2018 05:32:59]	[Eval:test] Iter:183	accuracy=0.789474
[05-05-2018 05:36:59]	[Train:train] Iter:184	loss=0.381011
[05-05-2018 05:39:07]	[Eval:test] Iter:184	accuracy=0.789346
[05-05-2018 05:43:06]	[Train:train] Iter:185	loss=0.386188
[05-05-2018 05:45:13]	[Eval:test] Iter:185	accuracy=0.786625
[05-05-2018 05:49:14]	[Train:train] Iter:186	loss=0.372564
[05-05-2018 05:51:21]	[Eval:test] Iter:186	accuracy=0.789175
[05-05-2018 05:55:21]	[Train:train] Iter:187	loss=0.387742
[05-05-2018 05:57:28]	[Eval:test] Iter:187	accuracy=0.789447
[05-05-2018 06:01:29]	[Train:train] Iter:188	loss=0.384136
[05-05-2018 06:03:35]	[Eval:test] Iter:188	accuracy=0.790046
[05-05-2018 06:07:35]	[Train:train] Iter:189	loss=0.371711
[05-05-2018 06:09:43]	[Eval:test] Iter:189	accuracy=0.789474
[05-05-2018 06:13:43]	[Train:train] Iter:190	loss=0.391025
[05-05-2018 06:15:50]	[Eval:test] Iter:190	accuracy=0.789477
