[04-30-2018 12:53:32]	[Train:train] Iter:0	loss=0.650259
[04-30-2018 13:14:15]	[Eval:test] Iter:20	accuracy=0.772560
[04-30-2018 13:14:43]	[Eval:valid] Iter:20	accuracy=0.771477
[04-30-2018 13:15:10]	[Train:train] Iter:21	loss=0.432052
[04-30-2018 13:15:16]	[Eval:test] Iter:21	accuracy=0.775223
[04-30-2018 13:15:44]	[Eval:valid] Iter:21	accuracy=0.776245
[04-30-2018 13:16:12]	[Train:train] Iter:22	loss=0.432404
[04-30-2018 13:16:17]	[Eval:test] Iter:22	accuracy=0.776821
[04-30-2018 13:16:45]	[Eval:valid] Iter:22	accuracy=0.776703
[04-30-2018 13:17:12]	[Train:train] Iter:23	loss=0.449453
[04-30-2018 13:17:18]	[Eval:test] Iter:23	accuracy=0.778052
[04-30-2018 13:17:46]	[Eval:valid] Iter:23	accuracy=0.777969
[04-30-2018 13:18:14]	[Train:train] Iter:24	loss=0.441502
[04-30-2018 13:18:21]	[Eval:test] Iter:24	accuracy=0.780469
[04-30-2018 13:18:48]	[Eval:valid] Iter:24	accuracy=0.781477
[04-30-2018 13:19:16]	[Train:train] Iter:25	loss=0.427575
[04-30-2018 13:19:22]	[Eval:test] Iter:25	accuracy=0.782387
[04-30-2018 13:19:50]	[Eval:valid] Iter:25	accuracy=0.782290
[04-30-2018 13:20:18]	[Train:train] Iter:26	loss=0.449784
[04-30-2018 13:20:23]	[Eval:test] Iter:26	accuracy=0.777434
[04-30-2018 13:20:51]	[Eval:valid] Iter:26	accuracy=0.778078
[04-30-2018 13:21:19]	[Train:train] Iter:27	loss=0.427991
[04-30-2018 13:21:24]	[Eval:test] Iter:27	accuracy=0.782092
[04-30-2018 13:21:52]	[Eval:valid] Iter:27	accuracy=0.783300
[04-30-2018 13:22:20]	[Train:train] Iter:28	loss=0.447222
[04-30-2018 13:22:25]	[Eval:test] Iter:28	accuracy=0.784853
[04-30-2018 13:22:53]	[Eval:valid] Iter:28	accuracy=0.785078
[04-30-2018 13:23:21]	[Train:train] Iter:29	loss=0.430977
[04-30-2018 13:23:27]	[Eval:test] Iter:29	accuracy=0.780934
[04-30-2018 13:23:55]	[Eval:valid] Iter:29	accuracy=0.780472
[04-30-2018 13:24:24]	[Train:train] Iter:30	loss=0.432485
[04-30-2018 13:24:32]	[Eval:test] Iter:30	accuracy=0.783641
[04-30-2018 13:24:59]	[Eval:valid] Iter:30	accuracy=0.781802
[04-30-2018 13:25:27]	[Train:train] Iter:31	loss=0.440054
[04-30-2018 13:25:34]	[Eval:test] Iter:31	accuracy=0.790786
[04-30-2018 13:26:01]	[Eval:valid] Iter:31	accuracy=0.788536
[04-30-2018 13:26:29]	[Train:train] Iter:32	loss=0.414449
[04-30-2018 13:26:35]	[Eval:test] Iter:32	accuracy=0.791178
[04-30-2018 13:27:03]	[Eval:valid] Iter:32	accuracy=0.788595
[04-30-2018 13:27:31]	[Train:train] Iter:33	loss=0.429677
[04-30-2018 13:27:37]	[Eval:test] Iter:33	accuracy=0.790806
[04-30-2018 13:28:05]	[Eval:valid] Iter:33	accuracy=0.790196
[04-30-2018 13:28:32]	[Train:train] Iter:34	loss=0.398971
[04-30-2018 13:28:38]	[Eval:test] Iter:34	accuracy=0.791572
[04-30-2018 13:29:05]	[Eval:valid] Iter:34	accuracy=0.792930
[04-30-2018 13:29:33]	[Train:train] Iter:35	loss=0.402102
[04-30-2018 13:29:39]	[Eval:test] Iter:35	accuracy=0.791129
[04-30-2018 13:30:06]	[Eval:valid] Iter:35	accuracy=0.790703
[04-30-2018 13:30:34]	[Train:train] Iter:36	loss=0.393691
[04-30-2018 13:30:39]	[Eval:test] Iter:36	accuracy=0.791646
[04-30-2018 13:31:07]	[Eval:valid] Iter:36	accuracy=0.793644
[04-30-2018 13:31:35]	[Train:train] Iter:37	loss=0.406400
[04-30-2018 13:31:41]	[Eval:test] Iter:37	accuracy=0.785786
[04-30-2018 13:32:08]	[Eval:valid] Iter:37	accuracy=0.788314
[04-30-2018 13:32:36]	[Train:train] Iter:38	loss=0.414164
[04-30-2018 13:32:42]	[Eval:test] Iter:38	accuracy=0.786331
[04-30-2018 13:33:10]	[Eval:valid] Iter:38	accuracy=0.788817
[04-30-2018 13:33:37]	[Train:train] Iter:39	loss=0.379927
[04-30-2018 13:33:43]	[Eval:test] Iter:39	accuracy=0.790691
[04-30-2018 13:34:11]	[Eval:valid] Iter:39	accuracy=0.792758
[04-30-2018 13:34:41]	[Train:train] Iter:40	loss=0.389762
[04-30-2018 13:34:50]	[Eval:test] Iter:40	accuracy=0.794681
[04-30-2018 13:35:17]	[Eval:valid] Iter:40	accuracy=0.796280
[04-30-2018 13:35:45]	[Train:train] Iter:41	loss=0.396670
[04-30-2018 13:35:51]	[Eval:test] Iter:41	accuracy=0.794304
[04-30-2018 13:36:18]	[Eval:valid] Iter:41	accuracy=0.795457
[04-30-2018 13:36:46]	[Train:train] Iter:42	loss=0.384502
[04-30-2018 13:36:52]	[Eval:test] Iter:42	accuracy=0.797456
[04-30-2018 13:37:19]	[Eval:valid] Iter:42	accuracy=0.797339
[04-30-2018 13:37:47]	[Train:train] Iter:43	loss=0.389876
[04-30-2018 13:37:53]	[Eval:test] Iter:43	accuracy=0.796794
[04-30-2018 13:38:20]	[Eval:valid] Iter:43	accuracy=0.796231
[04-30-2018 13:38:48]	[Train:train] Iter:44	loss=0.367722
[04-30-2018 13:38:54]	[Eval:test] Iter:44	accuracy=0.797806
[04-30-2018 13:39:21]	[Eval:valid] Iter:44	accuracy=0.799827
[04-30-2018 13:39:49]	[Train:train] Iter:45	loss=0.388563
[04-30-2018 13:39:55]	[Eval:test] Iter:45	accuracy=0.796474
[04-30-2018 13:40:22]	[Eval:valid] Iter:45	accuracy=0.799383
[04-30-2018 13:40:50]	[Train:train] Iter:46	loss=0.386388
[04-30-2018 13:40:55]	[Eval:test] Iter:46	accuracy=0.789799
[04-30-2018 13:41:23]	[Eval:valid] Iter:46	accuracy=0.794433
[04-30-2018 13:41:50]	[Train:train] Iter:47	loss=0.393197
[04-30-2018 13:41:56]	[Eval:test] Iter:47	accuracy=0.794774
[04-30-2018 13:42:24]	[Eval:valid] Iter:47	accuracy=0.799334
[04-30-2018 13:42:52]	[Train:train] Iter:48	loss=0.398195
[04-30-2018 13:42:57]	[Eval:test] Iter:48	accuracy=0.801794
[04-30-2018 13:43:25]	[Eval:valid] Iter:48	accuracy=0.803093
[04-30-2018 13:43:53]	[Train:train] Iter:49	loss=0.375148
[04-30-2018 13:43:59]	[Eval:test] Iter:49	accuracy=0.802410
[04-30-2018 13:44:26]	[Eval:valid] Iter:49	accuracy=0.804102
[04-30-2018 13:44:56]	[Train:train] Iter:50	loss=0.373889
[04-30-2018 13:45:05]	[Eval:test] Iter:50	accuracy=0.800907
[04-30-2018 13:45:32]	[Eval:valid] Iter:50	accuracy=0.800546
[04-30-2018 13:46:00]	[Train:train] Iter:51	loss=0.375584
[04-30-2018 13:46:05]	[Eval:test] Iter:51	accuracy=0.801942
[04-30-2018 13:46:33]	[Eval:valid] Iter:51	accuracy=0.804038
[04-30-2018 13:47:01]	[Train:train] Iter:52	loss=0.375246
[04-30-2018 13:47:07]	[Eval:test] Iter:52	accuracy=0.793346
[04-30-2018 13:47:34]	[Eval:valid] Iter:52	accuracy=0.797585
[04-30-2018 13:48:02]	[Train:train] Iter:53	loss=0.383382
[04-30-2018 13:48:08]	[Eval:test] Iter:53	accuracy=0.802089
[04-30-2018 13:48:35]	[Eval:valid] Iter:53	accuracy=0.805674
[04-30-2018 13:49:02]	[Train:train] Iter:54	loss=0.372373
[04-30-2018 13:49:08]	[Eval:test] Iter:54	accuracy=0.800488
[04-30-2018 13:49:36]	[Eval:valid] Iter:54	accuracy=0.804605
[04-30-2018 13:50:03]	[Train:train] Iter:55	loss=0.357343
[04-30-2018 13:50:09]	[Eval:test] Iter:55	accuracy=0.799479
[04-30-2018 13:50:37]	[Eval:valid] Iter:55	accuracy=0.802905
[04-30-2018 13:51:04]	[Train:train] Iter:56	loss=0.367061
[04-30-2018 13:51:10]	[Eval:test] Iter:56	accuracy=0.805685
[04-30-2018 13:51:37]	[Eval:valid] Iter:56	accuracy=0.807669
[04-30-2018 13:52:02]	[Train:train] Iter:57	loss=0.351057
[04-30-2018 13:52:09]	[Eval:test] Iter:57	accuracy=0.806619
[04-30-2018 13:52:36]	[Eval:valid] Iter:57	accuracy=0.807571
[04-30-2018 13:53:03]	[Train:train] Iter:58	loss=0.365457
[04-30-2018 13:53:09]	[Eval:test] Iter:58	accuracy=0.802949
[04-30-2018 13:53:37]	[Eval:valid] Iter:58	accuracy=0.803531
[04-30-2018 13:54:04]	[Train:train] Iter:59	loss=0.372483
[04-30-2018 13:54:09]	[Eval:test] Iter:59	accuracy=0.805609
[04-30-2018 13:54:37]	[Eval:valid] Iter:59	accuracy=0.805625
[04-30-2018 13:55:06]	[Train:train] Iter:60	loss=0.388439
[04-30-2018 13:55:14]	[Eval:test] Iter:60	accuracy=0.804574
[04-30-2018 13:55:41]	[Eval:valid] Iter:60	accuracy=0.803694
[04-30-2018 13:56:09]	[Train:train] Iter:61	loss=0.366804
[04-30-2018 13:56:16]	[Eval:test] Iter:61	accuracy=0.799506
[04-30-2018 13:56:43]	[Eval:valid] Iter:61	accuracy=0.801832
[04-30-2018 13:57:11]	[Train:train] Iter:62	loss=0.366262
[04-30-2018 13:57:18]	[Eval:test] Iter:62	accuracy=0.811126
[04-30-2018 13:57:45]	[Eval:valid] Iter:62	accuracy=0.809984
[04-30-2018 13:58:13]	[Train:train] Iter:63	loss=0.357334
[04-30-2018 13:58:19]	[Eval:test] Iter:63	accuracy=0.810437
[04-30-2018 13:58:47]	[Eval:valid] Iter:63	accuracy=0.810477
[04-30-2018 13:59:15]	[Train:train] Iter:64	loss=0.356173
[04-30-2018 13:59:20]	[Eval:test] Iter:64	accuracy=0.811619
[04-30-2018 13:59:47]	[Eval:valid] Iter:64	accuracy=0.810822
[04-30-2018 14:00:15]	[Train:train] Iter:65	loss=0.360385
[04-30-2018 14:00:20]	[Eval:test] Iter:65	accuracy=0.811717
[04-30-2018 14:00:48]	[Eval:valid] Iter:65	accuracy=0.810920
[04-30-2018 14:01:16]	[Train:train] Iter:66	loss=0.352222
[04-30-2018 14:01:22]	[Eval:test] Iter:66	accuracy=0.809547
[04-30-2018 14:01:50]	[Eval:valid] Iter:66	accuracy=0.808142
[04-30-2018 14:02:18]	[Train:train] Iter:67	loss=0.378659
[04-30-2018 14:02:23]	[Eval:test] Iter:67	accuracy=0.811099
[04-30-2018 14:02:51]	[Eval:valid] Iter:67	accuracy=0.809767
[04-30-2018 14:03:19]	[Train:train] Iter:68	loss=0.366524
[04-30-2018 14:03:24]	[Eval:test] Iter:68	accuracy=0.811446
[04-30-2018 14:03:52]	[Eval:valid] Iter:68	accuracy=0.810758
[04-30-2018 14:04:19]	[Train:train] Iter:69	loss=0.345728
[04-30-2018 14:04:25]	[Eval:test] Iter:69	accuracy=0.813860
[04-30-2018 14:04:53]	[Eval:valid] Iter:69	accuracy=0.813689
[04-30-2018 14:05:23]	[Train:train] Iter:70	loss=0.358312
[04-30-2018 14:05:30]	[Eval:test] Iter:70	accuracy=0.812506
[04-30-2018 14:05:58]	[Eval:valid] Iter:70	accuracy=0.812458
[04-30-2018 14:06:26]	[Train:train] Iter:71	loss=0.348275
[04-30-2018 14:06:33]	[Eval:test] Iter:71	accuracy=0.811225
[04-30-2018 14:07:00]	[Eval:valid] Iter:71	accuracy=0.810994
[04-30-2018 14:07:28]	[Train:train] Iter:72	loss=0.345382
[04-30-2018 14:07:33]	[Eval:test] Iter:72	accuracy=0.814624
[04-30-2018 14:08:01]	[Eval:valid] Iter:72	accuracy=0.814995
[04-30-2018 14:08:28]	[Train:train] Iter:73	loss=0.344415
[04-30-2018 14:08:34]	[Eval:test] Iter:73	accuracy=0.814698
[04-30-2018 14:09:01]	[Eval:valid] Iter:73	accuracy=0.813556
[04-30-2018 14:09:29]	[Train:train] Iter:74	loss=0.344369
[04-30-2018 14:09:35]	[Eval:test] Iter:74	accuracy=0.812380
[04-30-2018 14:10:02]	[Eval:valid] Iter:74	accuracy=0.809901
[04-30-2018 14:10:30]	[Train:train] Iter:75	loss=0.364666
[04-30-2018 14:10:36]	[Eval:test] Iter:75	accuracy=0.815855
[04-30-2018 14:11:04]	[Eval:valid] Iter:75	accuracy=0.814812
[04-30-2018 14:11:31]	[Train:train] Iter:76	loss=0.346404
[04-30-2018 14:11:37]	[Eval:test] Iter:76	accuracy=0.814279
[04-30-2018 14:12:05]	[Eval:valid] Iter:76	accuracy=0.816866
[04-30-2018 14:12:33]	[Train:train] Iter:77	loss=0.333156
[04-30-2018 14:12:38]	[Eval:test] Iter:77	accuracy=0.816422
[04-30-2018 14:13:06]	[Eval:valid] Iter:77	accuracy=0.815231
[04-30-2018 14:13:34]	[Train:train] Iter:78	loss=0.334393
[04-30-2018 14:13:40]	[Eval:test] Iter:78	accuracy=0.817235
[04-30-2018 14:14:07]	[Eval:valid] Iter:78	accuracy=0.814517
[04-30-2018 14:14:35]	[Train:train] Iter:79	loss=0.333137
[04-30-2018 14:14:41]	[Eval:test] Iter:79	accuracy=0.815535
[04-30-2018 14:15:09]	[Eval:valid] Iter:79	accuracy=0.814172
[04-30-2018 14:15:39]	[Train:train] Iter:80	loss=0.339389
[04-30-2018 14:15:47]	[Eval:test] Iter:80	accuracy=0.815781
[04-30-2018 14:16:15]	[Eval:valid] Iter:80	accuracy=0.815723
[04-30-2018 14:16:43]	[Train:train] Iter:81	loss=0.337403
[04-30-2018 14:16:48]	[Eval:test] Iter:81	accuracy=0.818193
[04-30-2018 14:17:16]	[Eval:valid] Iter:81	accuracy=0.817778
[04-30-2018 14:17:44]	[Train:train] Iter:82	loss=0.370788
[04-30-2018 14:17:50]	[Eval:test] Iter:82	accuracy=0.816247
[04-30-2018 14:18:17]	[Eval:valid] Iter:82	accuracy=0.816694
[04-30-2018 14:18:45]	[Train:train] Iter:83	loss=0.338120
[04-30-2018 14:18:51]	[Eval:test] Iter:83	accuracy=0.817552
[04-30-2018 14:19:18]	[Eval:valid] Iter:83	accuracy=0.818591
[04-30-2018 14:19:46]	[Train:train] Iter:84	loss=0.337048
[04-30-2018 14:19:52]	[Eval:test] Iter:84	accuracy=0.818045
[04-30-2018 14:20:20]	[Eval:valid] Iter:84	accuracy=0.817729
[04-30-2018 14:20:47]	[Train:train] Iter:85	loss=0.330200
[04-30-2018 14:20:53]	[Eval:test] Iter:85	accuracy=0.816715
[04-30-2018 14:21:21]	[Eval:valid] Iter:85	accuracy=0.817581
[04-30-2018 14:21:49]	[Train:train] Iter:86	loss=0.325201
[04-30-2018 14:21:54]	[Eval:test] Iter:86	accuracy=0.818146
[04-30-2018 14:22:22]	[Eval:valid] Iter:86	accuracy=0.816522
[04-30-2018 14:22:50]	[Train:train] Iter:87	loss=0.307403
[04-30-2018 14:22:55]	[Eval:test] Iter:87	accuracy=0.818267
[04-30-2018 14:23:23]	[Eval:valid] Iter:87	accuracy=0.818541
[04-30-2018 14:23:51]	[Train:train] Iter:88	loss=0.317296
[04-30-2018 14:23:56]	[Eval:test] Iter:88	accuracy=0.819276
[04-30-2018 14:24:24]	[Eval:valid] Iter:88	accuracy=0.817251
[04-30-2018 14:24:52]	[Train:train] Iter:89	loss=0.343925
[04-30-2018 14:24:58]	[Eval:test] Iter:89	accuracy=0.819252
[04-30-2018 14:25:25]	[Eval:valid] Iter:89	accuracy=0.817324
[04-30-2018 14:25:55]	[Train:train] Iter:90	loss=0.342494
[04-30-2018 14:26:02]	[Eval:test] Iter:90	accuracy=0.817530
[04-30-2018 14:26:30]	[Eval:valid] Iter:90	accuracy=0.816980
[04-30-2018 14:26:57]	[Train:train] Iter:91	loss=0.313195
[04-30-2018 14:27:03]	[Eval:test] Iter:91	accuracy=0.815092
[04-30-2018 14:27:31]	[Eval:valid] Iter:91	accuracy=0.813999
[04-30-2018 14:27:59]	[Train:train] Iter:92	loss=0.316908
[04-30-2018 14:28:05]	[Eval:test] Iter:92	accuracy=0.819055
[04-30-2018 14:28:33]	[Eval:valid] Iter:92	accuracy=0.818457
[04-30-2018 14:29:00]	[Train:train] Iter:93	loss=0.314882
[04-30-2018 14:29:07]	[Eval:test] Iter:93	accuracy=0.819178
[04-30-2018 14:29:35]	[Eval:valid] Iter:93	accuracy=0.819566
[04-30-2018 14:30:02]	[Train:train] Iter:94	loss=0.304848
[04-30-2018 14:30:08]	[Eval:test] Iter:94	accuracy=0.819104
[04-30-2018 14:30:35]	[Eval:valid] Iter:94	accuracy=0.819886
[04-30-2018 14:31:02]	[Train:train] Iter:95	loss=0.315907
[04-30-2018 14:31:08]	[Eval:test] Iter:95	accuracy=0.815727
[04-30-2018 14:31:35]	[Eval:valid] Iter:95	accuracy=0.816561
[04-30-2018 14:32:03]	[Train:train] Iter:96	loss=0.314379
[04-30-2018 14:32:09]	[Eval:test] Iter:96	accuracy=0.816764
[04-30-2018 14:32:37]	[Eval:valid] Iter:96	accuracy=0.816807
[04-30-2018 14:33:05]	[Train:train] Iter:97	loss=0.331035
[04-30-2018 14:33:10]	[Eval:test] Iter:97	accuracy=0.819919
[04-30-2018 14:33:38]	[Eval:valid] Iter:97	accuracy=0.820403
[04-30-2018 14:34:06]	[Train:train] Iter:98	loss=0.293217
[04-30-2018 14:34:12]	[Eval:test] Iter:98	accuracy=0.819550
[04-30-2018 14:34:40]	[Eval:valid] Iter:98	accuracy=0.820699
[04-30-2018 14:35:07]	[Train:train] Iter:99	loss=0.312228
[04-30-2018 14:35:13]	[Eval:test] Iter:99	accuracy=0.818712
[04-30-2018 14:35:41]	[Eval:valid] Iter:99	accuracy=0.819566
[04-30-2018 14:36:11]	[Train:train] Iter:100	loss=0.315135
[04-30-2018 14:36:18]	[Eval:test] Iter:100	accuracy=0.822035
[04-30-2018 14:36:46]	[Eval:valid] Iter:100	accuracy=0.821181
[04-30-2018 14:37:14]	[Train:train] Iter:101	loss=0.320021
[04-30-2018 14:37:20]	[Eval:test] Iter:101	accuracy=0.812259
[04-30-2018 14:37:47]	[Eval:valid] Iter:101	accuracy=0.810546
[04-30-2018 14:38:15]	[Train:train] Iter:102	loss=0.320336
[04-30-2018 14:38:22]	[Eval:test] Iter:102	accuracy=0.813412
[04-30-2018 14:38:50]	[Eval:valid] Iter:102	accuracy=0.812147
[04-30-2018 14:39:16]	[Train:train] Iter:103	loss=0.309667
[04-30-2018 14:39:22]	[Eval:test] Iter:103	accuracy=0.822850
[04-30-2018 14:39:49]	[Eval:valid] Iter:103	accuracy=0.821984
[04-30-2018 14:40:17]	[Train:train] Iter:104	loss=0.283562
[04-30-2018 14:40:23]	[Eval:test] Iter:104	accuracy=0.818685
[04-30-2018 14:40:45]	[Eval:valid] Iter:104	accuracy=0.818433
[04-30-2018 14:41:13]	[Train:train] Iter:105	loss=0.296230
[04-30-2018 14:41:19]	[Eval:test] Iter:105	accuracy=0.823124
[04-30-2018 14:41:47]	[Eval:valid] Iter:105	accuracy=0.822772
[04-30-2018 14:42:15]	[Train:train] Iter:106	loss=0.297850
[04-30-2018 14:42:20]	[Eval:test] Iter:106	accuracy=0.824749
[04-30-2018 14:42:48]	[Eval:valid] Iter:106	accuracy=0.822526
[04-30-2018 14:43:15]	[Train:train] Iter:107	loss=0.304231
[04-30-2018 14:43:22]	[Eval:test] Iter:107	accuracy=0.825538
[04-30-2018 14:43:50]	[Eval:valid] Iter:107	accuracy=0.823290
[04-30-2018 14:44:17]	[Train:train] Iter:108	loss=0.311868
[04-30-2018 14:44:23]	[Eval:test] Iter:108	accuracy=0.824848
[04-30-2018 14:44:51]	[Eval:valid] Iter:108	accuracy=0.822354
[04-30-2018 14:45:19]	[Train:train] Iter:109	loss=0.322926
[04-30-2018 14:45:24]	[Eval:test] Iter:109	accuracy=0.825538
[04-30-2018 14:45:52]	[Eval:valid] Iter:109	accuracy=0.823595
[04-30-2018 14:46:22]	[Train:train] Iter:110	loss=0.307743
[04-30-2018 14:46:28]	[Eval:test] Iter:110	accuracy=0.822308
[04-30-2018 14:46:56]	[Eval:valid] Iter:110	accuracy=0.821300
[04-30-2018 14:47:24]	[Train:train] Iter:111	loss=0.299098
[04-30-2018 14:47:30]	[Eval:test] Iter:111	accuracy=0.819131
[04-30-2018 14:47:58]	[Eval:valid] Iter:111	accuracy=0.819231
[04-30-2018 14:48:26]	[Train:train] Iter:112	loss=0.300587
[04-30-2018 14:48:31]	[Eval:test] Iter:112	accuracy=0.824602
[04-30-2018 14:48:59]	[Eval:valid] Iter:112	accuracy=0.824147
[04-30-2018 14:49:27]	[Train:train] Iter:113	loss=0.311245
[04-30-2018 14:49:33]	[Eval:test] Iter:113	accuracy=0.826671
[04-30-2018 14:50:01]	[Eval:valid] Iter:113	accuracy=0.824221
[04-30-2018 14:50:29]	[Train:train] Iter:114	loss=0.290689
[04-30-2018 14:50:35]	[Eval:test] Iter:114	accuracy=0.827508
[04-30-2018 14:51:03]	[Eval:valid] Iter:114	accuracy=0.825048
[04-30-2018 14:51:31]	[Train:train] Iter:115	loss=0.301852
[04-30-2018 14:51:37]	[Eval:test] Iter:115	accuracy=0.824498
[04-30-2018 14:52:05]	[Eval:valid] Iter:115	accuracy=0.822659
[04-30-2018 14:52:33]	[Train:train] Iter:116	loss=0.300650
[04-30-2018 14:52:39]	[Eval:test] Iter:116	accuracy=0.827875
[04-30-2018 14:53:07]	[Eval:valid] Iter:116	accuracy=0.826610
[04-30-2018 14:53:34]	[Train:train] Iter:117	loss=0.310105
[04-30-2018 14:53:40]	[Eval:test] Iter:117	accuracy=0.828491
[04-30-2018 14:54:08]	[Eval:valid] Iter:117	accuracy=0.826684
[04-30-2018 14:54:35]	[Train:train] Iter:118	loss=0.310286
[04-30-2018 14:54:41]	[Eval:test] Iter:118	accuracy=0.828762
[04-30-2018 14:55:09]	[Eval:valid] Iter:118	accuracy=0.826339
[04-30-2018 14:55:36]	[Train:train] Iter:119	loss=0.294903
[04-30-2018 14:55:43]	[Eval:test] Iter:119	accuracy=0.828491
[04-30-2018 14:56:10]	[Eval:valid] Iter:119	accuracy=0.827053
[04-30-2018 14:56:40]	[Train:train] Iter:120	loss=0.282542
[04-30-2018 14:56:48]	[Eval:test] Iter:120	accuracy=0.827998
[04-30-2018 14:57:16]	[Eval:valid] Iter:120	accuracy=0.826758
[04-30-2018 14:57:44]	[Train:train] Iter:121	loss=0.287076
[04-30-2018 14:57:50]	[Eval:test] Iter:121	accuracy=0.828244
[04-30-2018 14:58:18]	[Eval:valid] Iter:121	accuracy=0.828088
[04-30-2018 14:58:46]	[Train:train] Iter:122	loss=0.320433
[04-30-2018 14:58:51]	[Eval:test] Iter:122	accuracy=0.829941
[04-30-2018 14:59:19]	[Eval:valid] Iter:122	accuracy=0.829073
[04-30-2018 14:59:47]	[Train:train] Iter:123	loss=0.278707
[04-30-2018 14:59:53]	[Eval:test] Iter:123	accuracy=0.829153
[04-30-2018 15:00:21]	[Eval:valid] Iter:123	accuracy=0.829049
[04-30-2018 15:00:46]	[Train:train] Iter:124	loss=0.280716
[04-30-2018 15:00:52]	[Eval:test] Iter:124	accuracy=0.825880
