[04-30-2018 21:09:25]	[Train:train] Iter:0	loss=0.690386
[04-30-2018 21:17:41]	[Eval:test] Iter:29	accuracy=0.653014
[04-30-2018 21:17:46]	[Eval:valid] Iter:29	accuracy=0.657279
[04-30-2018 21:17:51]	[Train:train] Iter:30	loss=0.624945
[04-30-2018 21:17:56]	[Eval:test] Iter:30	accuracy=0.648253
[04-30-2018 21:18:02]	[Eval:valid] Iter:30	accuracy=0.652905
[04-30-2018 21:18:07]	[Train:train] Iter:31	loss=0.615486
[04-30-2018 21:18:13]	[Eval:test] Iter:31	accuracy=0.647445
[04-30-2018 21:18:18]	[Eval:valid] Iter:31	accuracy=0.652372
[04-30-2018 21:18:23]	[Train:train] Iter:32	loss=0.620181
[04-30-2018 21:18:28]	[Eval:test] Iter:32	accuracy=0.666038
[04-30-2018 21:18:33]	[Eval:valid] Iter:32	accuracy=0.669570
[04-30-2018 21:18:38]	[Train:train] Iter:33	loss=0.618902
[04-30-2018 21:18:44]	[Eval:test] Iter:33	accuracy=0.671116
[04-30-2018 21:18:49]	[Eval:valid] Iter:33	accuracy=0.675036
[04-30-2018 21:18:54]	[Train:train] Iter:34	loss=0.622758
[04-30-2018 21:19:00]	[Eval:test] Iter:34	accuracy=0.677266
[04-30-2018 21:19:05]	[Eval:valid] Iter:34	accuracy=0.681323
[04-30-2018 21:19:10]	[Train:train] Iter:35	loss=0.617829
[04-30-2018 21:19:16]	[Eval:test] Iter:35	accuracy=0.678438
[04-30-2018 21:19:22]	[Eval:valid] Iter:35	accuracy=0.683223
[04-30-2018 21:19:27]	[Train:train] Iter:36	loss=0.616218
[04-30-2018 21:19:32]	[Eval:test] Iter:36	accuracy=0.674288
[04-30-2018 21:19:37]	[Eval:valid] Iter:36	accuracy=0.678137
[04-30-2018 21:19:42]	[Train:train] Iter:37	loss=0.611729
[04-30-2018 21:19:48]	[Eval:test] Iter:37	accuracy=0.684605
[04-30-2018 21:19:53]	[Eval:valid] Iter:37	accuracy=0.690092
[04-30-2018 21:19:58]	[Train:train] Iter:38	loss=0.597837
[04-30-2018 21:20:03]	[Eval:test] Iter:38	accuracy=0.679394
[04-30-2018 21:20:08]	[Eval:valid] Iter:38	accuracy=0.684719
[04-30-2018 21:20:13]	[Train:train] Iter:39	loss=0.610507
[04-30-2018 21:20:18]	[Eval:test] Iter:39	accuracy=0.694157
[04-30-2018 21:20:23]	[Eval:valid] Iter:39	accuracy=0.697632
[04-30-2018 21:20:28]	[Train:train] Iter:40	loss=0.609683
[04-30-2018 21:20:34]	[Eval:test] Iter:40	accuracy=0.692690
[04-30-2018 21:20:40]	[Eval:valid] Iter:40	accuracy=0.698225
[04-30-2018 21:20:45]	[Train:train] Iter:41	loss=0.610755
[04-30-2018 21:20:51]	[Eval:test] Iter:41	accuracy=0.694889
[04-30-2018 21:20:56]	[Eval:valid] Iter:41	accuracy=0.700113
[04-30-2018 21:21:01]	[Train:train] Iter:42	loss=0.600651
[04-30-2018 21:21:06]	[Eval:test] Iter:42	accuracy=0.695626
[04-30-2018 21:21:12]	[Eval:valid] Iter:42	accuracy=0.700713
[04-30-2018 21:21:17]	[Train:train] Iter:43	loss=0.605780
[04-30-2018 21:21:22]	[Eval:test] Iter:43	accuracy=0.698240
[04-30-2018 21:21:27]	[Eval:valid] Iter:43	accuracy=0.702503
[04-30-2018 21:21:32]	[Train:train] Iter:44	loss=0.595995
[04-30-2018 21:21:38]	[Eval:test] Iter:44	accuracy=0.696752
[04-30-2018 21:21:43]	[Eval:valid] Iter:44	accuracy=0.701982
[04-30-2018 21:21:49]	[Train:train] Iter:45	loss=0.593686
[04-30-2018 21:21:54]	[Eval:test] Iter:45	accuracy=0.700732
[04-30-2018 21:21:59]	[Eval:valid] Iter:45	accuracy=0.704259
[04-30-2018 21:22:04]	[Train:train] Iter:46	loss=0.593392
[04-30-2018 21:22:09]	[Eval:test] Iter:46	accuracy=0.702860
[04-30-2018 21:22:14]	[Eval:valid] Iter:46	accuracy=0.706265
[04-30-2018 21:22:19]	[Train:train] Iter:47	loss=0.594342
[04-30-2018 21:22:25]	[Eval:test] Iter:47	accuracy=0.704443
[04-30-2018 21:22:30]	[Eval:valid] Iter:47	accuracy=0.707653
[04-30-2018 21:22:36]	[Train:train] Iter:48	loss=0.594735
[04-30-2018 21:22:41]	[Eval:test] Iter:48	accuracy=0.702377
[04-30-2018 21:22:46]	[Eval:valid] Iter:48	accuracy=0.706621
[04-30-2018 21:22:51]	[Train:train] Iter:49	loss=0.597886
[04-30-2018 21:22:57]	[Eval:test] Iter:49	accuracy=0.705909
[04-30-2018 21:23:03]	[Eval:valid] Iter:49	accuracy=0.708949
[04-30-2018 21:23:08]	[Train:train] Iter:50	loss=0.586067
[04-30-2018 21:23:13]	[Eval:test] Iter:50	accuracy=0.706060
[04-30-2018 21:23:18]	[Eval:valid] Iter:50	accuracy=0.708599
[04-30-2018 21:23:23]	[Train:train] Iter:51	loss=0.591111
[04-30-2018 21:23:29]	[Eval:test] Iter:51	accuracy=0.709127
[04-30-2018 21:23:34]	[Eval:valid] Iter:51	accuracy=0.711002
[04-30-2018 21:23:39]	[Train:train] Iter:52	loss=0.584225
[04-30-2018 21:23:45]	[Eval:test] Iter:52	accuracy=0.708351
[04-30-2018 21:23:50]	[Eval:valid] Iter:52	accuracy=0.711266
[04-30-2018 21:23:55]	[Train:train] Iter:53	loss=0.591433
[04-30-2018 21:24:00]	[Eval:test] Iter:53	accuracy=0.711249
[04-30-2018 21:24:06]	[Eval:valid] Iter:53	accuracy=0.712812
[04-30-2018 21:24:12]	[Train:train] Iter:54	loss=0.588762
[04-30-2018 21:24:17]	[Eval:test] Iter:54	accuracy=0.712396
[04-30-2018 21:24:23]	[Eval:valid] Iter:54	accuracy=0.714060
[04-30-2018 21:24:28]	[Train:train] Iter:55	loss=0.586148
[04-30-2018 21:24:34]	[Eval:test] Iter:55	accuracy=0.711063
[04-30-2018 21:24:39]	[Eval:valid] Iter:55	accuracy=0.713734
[04-30-2018 21:24:45]	[Train:train] Iter:56	loss=0.582398
[04-30-2018 21:24:51]	[Eval:test] Iter:56	accuracy=0.713236
[04-30-2018 21:24:58]	[Eval:valid] Iter:56	accuracy=0.715986
[04-30-2018 21:25:04]	[Train:train] Iter:57	loss=0.580292
[04-30-2018 21:25:10]	[Eval:test] Iter:57	accuracy=0.712894
[04-30-2018 21:25:15]	[Eval:valid] Iter:57	accuracy=0.715494
[04-30-2018 21:25:21]	[Train:train] Iter:58	loss=0.579026
[04-30-2018 21:25:26]	[Eval:test] Iter:58	accuracy=0.713502
[04-30-2018 21:25:31]	[Eval:valid] Iter:58	accuracy=0.716576
[04-30-2018 21:25:37]	[Train:train] Iter:59	loss=0.578856
[04-30-2018 21:25:42]	[Eval:test] Iter:59	accuracy=0.715561
[04-30-2018 21:25:47]	[Eval:valid] Iter:59	accuracy=0.717305
[04-30-2018 21:25:53]	[Train:train] Iter:60	loss=0.575418
[04-30-2018 21:25:58]	[Eval:test] Iter:60	accuracy=0.715380
[04-30-2018 21:26:04]	[Eval:valid] Iter:60	accuracy=0.718208
[04-30-2018 21:26:09]	[Train:train] Iter:61	loss=0.584161
[04-30-2018 21:26:14]	[Eval:test] Iter:61	accuracy=0.716306
[04-30-2018 21:26:19]	[Eval:valid] Iter:61	accuracy=0.718702
[04-30-2018 21:26:25]	[Train:train] Iter:62	loss=0.573885
[04-30-2018 21:26:31]	[Eval:test] Iter:62	accuracy=0.717333
[04-30-2018 21:26:37]	[Eval:valid] Iter:62	accuracy=0.719821
[04-30-2018 21:26:42]	[Train:train] Iter:63	loss=0.578029
[04-30-2018 21:26:48]	[Eval:test] Iter:63	accuracy=0.718565
[04-30-2018 21:26:53]	[Eval:valid] Iter:63	accuracy=0.720190
[04-30-2018 21:26:58]	[Train:train] Iter:64	loss=0.576953
[04-30-2018 21:27:04]	[Eval:test] Iter:64	accuracy=0.719394
[04-30-2018 21:27:09]	[Eval:valid] Iter:64	accuracy=0.720607
[04-30-2018 21:27:14]	[Train:train] Iter:65	loss=0.571822
[04-30-2018 21:27:20]	[Eval:test] Iter:65	accuracy=0.719195
[04-30-2018 21:27:25]	[Eval:valid] Iter:65	accuracy=0.721854
[04-30-2018 21:27:30]	[Train:train] Iter:66	loss=0.569951
[04-30-2018 21:27:36]	[Eval:test] Iter:66	accuracy=0.720515
[04-30-2018 21:27:41]	[Eval:valid] Iter:66	accuracy=0.722808
[04-30-2018 21:27:46]	[Train:train] Iter:67	loss=0.560311
[04-30-2018 21:27:52]	[Eval:test] Iter:67	accuracy=0.721467
[04-30-2018 21:27:57]	[Eval:valid] Iter:67	accuracy=0.723834
[04-30-2018 21:28:03]	[Train:train] Iter:68	loss=0.572562
[04-30-2018 21:28:08]	[Eval:test] Iter:68	accuracy=0.722301
[04-30-2018 21:28:13]	[Eval:valid] Iter:68	accuracy=0.723571
[04-30-2018 21:28:18]	[Train:train] Iter:69	loss=0.558357
[04-30-2018 21:28:24]	[Eval:test] Iter:69	accuracy=0.722173
[04-30-2018 21:28:29]	[Eval:valid] Iter:69	accuracy=0.725396
[04-30-2018 21:28:35]	[Train:train] Iter:70	loss=0.563803
[04-30-2018 21:28:41]	[Eval:test] Iter:70	accuracy=0.723013
[04-30-2018 21:28:46]	[Eval:valid] Iter:70	accuracy=0.724694
[04-30-2018 21:28:51]	[Train:train] Iter:71	loss=0.568910
[04-30-2018 21:28:56]	[Eval:test] Iter:71	accuracy=0.723279
[04-30-2018 21:29:02]	[Eval:valid] Iter:71	accuracy=0.725158
[04-30-2018 21:29:07]	[Train:train] Iter:72	loss=0.556805
[04-30-2018 21:29:13]	[Eval:test] Iter:72	accuracy=0.723388
[04-30-2018 21:29:19]	[Eval:valid] Iter:72	accuracy=0.726155
[04-30-2018 21:29:24]	[Train:train] Iter:73	loss=0.567611
[04-30-2018 21:29:29]	[Eval:test] Iter:73	accuracy=0.724398
[04-30-2018 21:29:34]	[Eval:valid] Iter:73	accuracy=0.726186
[04-30-2018 21:29:40]	[Train:train] Iter:74	loss=0.562084
[04-30-2018 21:29:45]	[Eval:test] Iter:74	accuracy=0.724859
[04-30-2018 21:29:50]	[Eval:valid] Iter:74	accuracy=0.727107
[04-30-2018 21:29:55]	[Train:train] Iter:75	loss=0.566662
[04-30-2018 21:30:01]	[Eval:test] Iter:75	accuracy=0.725627
[04-30-2018 21:30:06]	[Eval:valid] Iter:75	accuracy=0.726814
[04-30-2018 21:30:11]	[Train:train] Iter:76	loss=0.554513
[04-30-2018 21:30:16]	[Eval:test] Iter:76	accuracy=0.725373
[04-30-2018 21:30:21]	[Eval:valid] Iter:76	accuracy=0.728287
[04-30-2018 21:30:27]	[Train:train] Iter:77	loss=0.559121
[04-30-2018 21:30:32]	[Eval:test] Iter:77	accuracy=0.727185
[04-30-2018 21:30:37]	[Eval:valid] Iter:77	accuracy=0.728460
[04-30-2018 21:30:42]	[Train:train] Iter:78	loss=0.560939
[04-30-2018 21:30:49]	[Eval:test] Iter:78	accuracy=0.727850
[04-30-2018 21:30:54]	[Eval:valid] Iter:78	accuracy=0.728969
[04-30-2018 21:30:59]	[Train:train] Iter:79	loss=0.560120
[04-30-2018 21:31:05]	[Eval:test] Iter:79	accuracy=0.727972
[04-30-2018 21:31:10]	[Eval:valid] Iter:79	accuracy=0.729506
[04-30-2018 21:31:15]	[Train:train] Iter:80	loss=0.558343
[04-30-2018 21:31:21]	[Eval:test] Iter:80	accuracy=0.728429
[04-30-2018 21:31:26]	[Eval:valid] Iter:80	accuracy=0.730216
[04-30-2018 21:31:31]	[Train:train] Iter:81	loss=0.561179
[04-30-2018 21:31:37]	[Eval:test] Iter:81	accuracy=0.728898
[04-30-2018 21:31:42]	[Eval:valid] Iter:81	accuracy=0.730682
[04-30-2018 21:31:47]	[Train:train] Iter:82	loss=0.543071
[04-30-2018 21:31:53]	[Eval:test] Iter:82	accuracy=0.729238
[04-30-2018 21:31:58]	[Eval:valid] Iter:82	accuracy=0.730826
[04-30-2018 21:32:03]	[Train:train] Iter:83	loss=0.553877
[04-30-2018 21:32:09]	[Eval:test] Iter:83	accuracy=0.727723
[04-30-2018 21:32:14]	[Eval:valid] Iter:83	accuracy=0.728898
[04-30-2018 21:32:19]	[Train:train] Iter:84	loss=0.559113
[04-30-2018 21:32:25]	[Eval:test] Iter:84	accuracy=0.730680
[04-30-2018 21:32:30]	[Eval:valid] Iter:84	accuracy=0.732098
[04-30-2018 21:32:35]	[Train:train] Iter:85	loss=0.557788
[04-30-2018 21:32:41]	[Eval:test] Iter:85	accuracy=0.731368
[04-30-2018 21:32:46]	[Eval:valid] Iter:85	accuracy=0.731779
[04-30-2018 21:32:51]	[Train:train] Iter:86	loss=0.551405
[04-30-2018 21:32:58]	[Eval:test] Iter:86	accuracy=0.731191
[04-30-2018 21:33:03]	[Eval:valid] Iter:86	accuracy=0.732267
[04-30-2018 21:33:08]	[Train:train] Iter:87	loss=0.551692
[04-30-2018 21:33:13]	[Eval:test] Iter:87	accuracy=0.732051
[04-30-2018 21:33:18]	[Eval:valid] Iter:87	accuracy=0.732808
[04-30-2018 21:33:24]	[Train:train] Iter:88	loss=0.555420
[04-30-2018 21:33:29]	[Eval:test] Iter:88	accuracy=0.732245
[04-30-2018 21:33:36]	[Eval:valid] Iter:88	accuracy=0.733144
[04-30-2018 21:33:42]	[Train:train] Iter:89	loss=0.550308
[04-30-2018 21:33:47]	[Eval:test] Iter:89	accuracy=0.732540
[04-30-2018 21:33:52]	[Eval:valid] Iter:89	accuracy=0.734080
[04-30-2018 21:33:58]	[Train:train] Iter:90	loss=0.548515
[04-30-2018 21:34:03]	[Eval:test] Iter:90	accuracy=0.733644
[04-30-2018 21:34:09]	[Eval:valid] Iter:90	accuracy=0.734444
[04-30-2018 21:34:14]	[Train:train] Iter:91	loss=0.554805
[04-30-2018 21:34:20]	[Eval:test] Iter:91	accuracy=0.734297
[04-30-2018 21:34:25]	[Eval:valid] Iter:91	accuracy=0.734686
[04-30-2018 21:34:30]	[Train:train] Iter:92	loss=0.548642
[04-30-2018 21:34:36]	[Eval:test] Iter:92	accuracy=0.734226
[04-30-2018 21:34:42]	[Eval:valid] Iter:92	accuracy=0.735374
[04-30-2018 21:34:47]	[Train:train] Iter:93	loss=0.548437
[04-30-2018 21:34:53]	[Eval:test] Iter:93	accuracy=0.734324
[04-30-2018 21:34:58]	[Eval:valid] Iter:93	accuracy=0.734491
[04-30-2018 21:35:04]	[Train:train] Iter:94	loss=0.551413
[04-30-2018 21:35:11]	[Eval:test] Iter:94	accuracy=0.733591
[04-30-2018 21:35:16]	[Eval:valid] Iter:94	accuracy=0.735673
[04-30-2018 21:35:21]	[Train:train] Iter:95	loss=0.544930
[04-30-2018 21:35:27]	[Eval:test] Iter:95	accuracy=0.734521
[04-30-2018 21:35:32]	[Eval:valid] Iter:95	accuracy=0.734879
[04-30-2018 21:35:38]	[Train:train] Iter:96	loss=0.543310
[04-30-2018 21:35:44]	[Eval:test] Iter:96	accuracy=0.735937
[04-30-2018 21:35:49]	[Eval:valid] Iter:96	accuracy=0.736745
[04-30-2018 21:35:55]	[Train:train] Iter:97	loss=0.542816
[04-30-2018 21:36:01]	[Eval:test] Iter:97	accuracy=0.736063
[04-30-2018 21:36:06]	[Eval:valid] Iter:97	accuracy=0.737034
[04-30-2018 21:36:11]	[Train:train] Iter:98	loss=0.553407
[04-30-2018 21:36:18]	[Eval:test] Iter:98	accuracy=0.736598
[04-30-2018 21:36:23]	[Eval:valid] Iter:98	accuracy=0.737595
[04-30-2018 21:36:28]	[Train:train] Iter:99	loss=0.545611
[04-30-2018 21:36:34]	[Eval:test] Iter:99	accuracy=0.735766
[04-30-2018 21:36:39]	[Eval:valid] Iter:99	accuracy=0.735835
[04-30-2018 21:36:45]	[Train:train] Iter:100	loss=0.544763
[04-30-2018 21:36:51]	[Eval:test] Iter:100	accuracy=0.736895
[04-30-2018 21:36:56]	[Eval:valid] Iter:100	accuracy=0.739064
[04-30-2018 21:37:01]	[Train:train] Iter:101	loss=0.546487
[04-30-2018 21:37:06]	[Eval:test] Iter:101	accuracy=0.736450
[04-30-2018 21:37:12]	[Eval:valid] Iter:101	accuracy=0.736428
[04-30-2018 21:37:17]	[Train:train] Iter:102	loss=0.540468
[04-30-2018 21:37:22]	[Eval:test] Iter:102	accuracy=0.738380
[04-30-2018 21:37:28]	[Eval:valid] Iter:102	accuracy=0.739528
[04-30-2018 21:37:33]	[Train:train] Iter:103	loss=0.548567
[04-30-2018 21:37:40]	[Eval:test] Iter:103	accuracy=0.736722
[04-30-2018 21:37:45]	[Eval:valid] Iter:103	accuracy=0.736692
[04-30-2018 21:37:51]	[Train:train] Iter:104	loss=0.531272
[04-30-2018 21:37:56]	[Eval:test] Iter:104	accuracy=0.739094
[04-30-2018 21:38:03]	[Eval:valid] Iter:104	accuracy=0.739939
[04-30-2018 21:38:08]	[Train:train] Iter:105	loss=0.539066
[04-30-2018 21:38:13]	[Eval:test] Iter:105	accuracy=0.739560
[04-30-2018 21:38:19]	[Eval:valid] Iter:105	accuracy=0.739431
[04-30-2018 21:38:24]	[Train:train] Iter:106	loss=0.532418
[04-30-2018 21:38:29]	[Eval:test] Iter:106	accuracy=0.738435
[04-30-2018 21:38:35]	[Eval:valid] Iter:106	accuracy=0.738499
[04-30-2018 21:38:40]	[Train:train] Iter:107	loss=0.542241
[04-30-2018 21:38:45]	[Eval:test] Iter:107	accuracy=0.739881
[04-30-2018 21:38:51]	[Eval:valid] Iter:107	accuracy=0.740711
[04-30-2018 21:38:56]	[Train:train] Iter:108	loss=0.533554
[04-30-2018 21:39:03]	[Eval:test] Iter:108	accuracy=0.739539
[04-30-2018 21:39:09]	[Eval:valid] Iter:108	accuracy=0.739233
[04-30-2018 21:39:14]	[Train:train] Iter:109	loss=0.540258
[04-30-2018 21:39:19]	[Eval:test] Iter:109	accuracy=0.739781
[04-30-2018 21:39:24]	[Eval:valid] Iter:109	accuracy=0.739791
[04-30-2018 21:39:30]	[Train:train] Iter:110	loss=0.534962
[04-30-2018 21:39:35]	[Eval:test] Iter:110	accuracy=0.741366
[04-30-2018 21:39:41]	[Eval:valid] Iter:110	accuracy=0.740881
[04-30-2018 21:39:46]	[Train:train] Iter:111	loss=0.543805
[04-30-2018 21:39:52]	[Eval:test] Iter:111	accuracy=0.738649
[04-30-2018 21:39:57]	[Eval:valid] Iter:111	accuracy=0.738499
[04-30-2018 21:40:03]	[Train:train] Iter:112	loss=0.534475
[04-30-2018 21:40:08]	[Eval:test] Iter:112	accuracy=0.740891
[04-30-2018 21:40:13]	[Eval:valid] Iter:112	accuracy=0.740460
[04-30-2018 21:40:18]	[Train:train] Iter:113	loss=0.532106
[04-30-2018 21:40:24]	[Eval:test] Iter:113	accuracy=0.741689
[04-30-2018 21:40:29]	[Eval:valid] Iter:113	accuracy=0.742005
[04-30-2018 21:40:34]	[Train:train] Iter:114	loss=0.536692
[04-30-2018 21:40:40]	[Eval:test] Iter:114	accuracy=0.742508
[04-30-2018 21:40:46]	[Eval:valid] Iter:114	accuracy=0.741687
[04-30-2018 21:40:51]	[Train:train] Iter:115	loss=0.531824
[04-30-2018 21:40:57]	[Eval:test] Iter:115	accuracy=0.741562
[04-30-2018 21:41:03]	[Eval:valid] Iter:115	accuracy=0.742367
[04-30-2018 21:41:08]	[Train:train] Iter:116	loss=0.534086
[04-30-2018 21:41:14]	[Eval:test] Iter:116	accuracy=0.741969
[04-30-2018 21:41:20]	[Eval:valid] Iter:116	accuracy=0.742666
[04-30-2018 21:41:25]	[Train:train] Iter:117	loss=0.537365
[04-30-2018 21:41:31]	[Eval:test] Iter:117	accuracy=0.742146
[04-30-2018 21:41:36]	[Eval:valid] Iter:117	accuracy=0.742833
[04-30-2018 21:41:41]	[Train:train] Iter:118	loss=0.536485
[04-30-2018 21:41:47]	[Eval:test] Iter:118	accuracy=0.743314
[04-30-2018 21:41:52]	[Eval:valid] Iter:118	accuracy=0.743691
[04-30-2018 21:41:58]	[Train:train] Iter:119	loss=0.529102
[04-30-2018 21:42:04]	[Eval:test] Iter:119	accuracy=0.742533
[04-30-2018 21:42:09]	[Eval:valid] Iter:119	accuracy=0.742932
[04-30-2018 21:42:15]	[Train:train] Iter:120	loss=0.535824
[04-30-2018 21:42:21]	[Eval:test] Iter:120	accuracy=0.741122
[04-30-2018 21:42:28]	[Eval:valid] Iter:120	accuracy=0.741978
[04-30-2018 21:42:33]	[Train:train] Iter:121	loss=0.534762
[04-30-2018 21:42:38]	[Eval:test] Iter:121	accuracy=0.742166
[04-30-2018 21:42:44]	[Eval:valid] Iter:121	accuracy=0.743982
[04-30-2018 21:42:50]	[Train:train] Iter:122	loss=0.526869
[04-30-2018 21:42:55]	[Eval:test] Iter:122	accuracy=0.744026
[04-30-2018 21:43:01]	[Eval:valid] Iter:122	accuracy=0.744051
[04-30-2018 21:43:06]	[Train:train] Iter:123	loss=0.522321
[04-30-2018 21:43:12]	[Eval:test] Iter:123	accuracy=0.743950
[04-30-2018 21:43:17]	[Eval:valid] Iter:123	accuracy=0.744544
[04-30-2018 21:43:22]	[Train:train] Iter:124	loss=0.521295
[04-30-2018 21:43:28]	[Eval:test] Iter:124	accuracy=0.743954
